second;src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;OtherMsg;label
375.0;11;32;1;0.09090909;0.27272728;0.0987617;0.5937783;0.009979248046875;37;0.065026365;0.19507909;0;0;0;29;1
375.0;12;32;1;0.09090909;0.27272728;0.29719117;0.5937783;0.030029296875;37;0.065026365;0.19507909;0;0;0;21;1
375.0;15;32;1;0.09090909;0.27272728;0.19782543;0.5937783;0.019989013671875;37;0.065026365;0.19507909;0;0;0;30;1
375.0;25;16;4;0.36363637;0.36363637;0.114164904;0.114164904;0.01153564453125;231;0.4059754;0.4059754;0;0;0;61;1
375.0;45;49;1;0.09090909;0.09090909;0.19782543;0.19782543;0.019989013671875;26;0.045694202;0.045694202;0;1;0;14;1
375.0;16;19;1;0.27272728;0.09090909;0.09423135;0.024463909;0.002471923828125;45;0.3532513;0.07908612;0;0;0;20;1
376.0;19;16;1;0.33333334;0.33333334;0.28321677;0.28321677;0.002471923828125;45;0.2556818;0.2556818;0;0;0;21;1
376.0;16;21;2;0.6666667;0.6666667;0.7167832;0.7167832;0.006256103515625;131;0.7443182;0.7443182;0;0;0;44;1
377.0;16;21;2;0.375;0.25;0.033348408;0.024191726;0.00653076171875;140;0.37373737;0.28282827;0;0;0;46;1
377.0;21;16;3;0.375;0.5;0.031426635;0.040583316;0.00848388671875;169;0.34141415;0.43232325;0;0;0;42;1
377.0;48;49;1;0.125;0.125;0.9260683;0.9260683;0.25;96;0.19393939;0.19393939;1;0;0;1;1
377.0;16;20;1;0.375;0.125;0.033348408;0.009156681;0.002471923828125;45;0.37373737;0.09090909;0;0;0;15;1
377.0;20;16;1;0.125;0.5;0.009156681;0.040583316;0.002471923828125;45;0.09090909;0.43232325;0;0;0;16;1
378.0;44;49;1;0.2;0.2;0.95657057;0.95657057;0.649993896484375;96;0.28742516;0.28742516;1;0;0;0;1
378.0;16;28;3;0.6;0.6;0.014012395;0.014012395;0.009521484375;201;0.6017964;0.6017964;0;0;0;57;1
378.0;4;32;1;0.2;0.2;0.02941705;0.02941705;0.019989013671875;37;0.11077844;0.11077844;0;0;0;24;1
379.0;4;32;1;0.083333336;0.41666666;0.03202151;0.19222684;0.019989013671875;37;0.055975795;0.27987897;0;0;0;25;1
379.0;6;32;1;0.083333336;0.41666666;0.0160352;0.19222684;0.010009765625;37;0.055975795;0.27987897;0;0;0;23;1
379.0;7;32;1;0.083333336;0.41666666;0.0160352;0.19222684;0.010009765625;37;0.055975795;0.27987897;0;0;0;30;1
379.0;8;32;1;0.083333336;0.41666666;0.03202151;0.19222684;0.019989013671875;37;0.055975795;0.27987897;0;0;0;29;1
379.0;28;16;3;0.25;0.25;0.013590809;0.013590809;0.00848388671875;169;0.25567323;0.25567323;0;0;0;51;1
379.0;11;32;1;0.083333336;0.41666666;0.09611342;0.19222684;0.05999755859375;37;0.055975795;0.27987897;0;0;0;30;1
379.0;41;49;1;0.083333336;0.16666667;0.09611342;0.78494257;0.05999755859375;96;0.1452345;0.290469;1;0;0;0;1
379.0;40;49;1;0.083333336;0.16666667;0.6888291;0.78494257;0.42999267578125;96;0.1452345;0.290469;1;0;0;0;1
379.0;16;24;2;0.16666667;0.16666667;0.009239795;0.009239795;0.005767822265625;115;0.17397882;0.17397882;0;0;0;40;1
380.0;24;16;2;0.4;0.4;0.010675095;0.010675095;0.005462646484375;107;0.40530303;0.40530303;0;0;0;41;1
380.0;45;49;1;0.2;0.2;0.97709924;0.97709924;0.5;26;0.09848485;0.09848485;0;1;0;15;1
380.0;16;21;2;0.4;0.4;0.012225668;0.012225668;0.006256103515625;131;0.49621212;0.49621212;0;0;0;48;1
381.0;16;21;1;0.625;0.125;0.667063;0.12722948;0.003265380859375;70;0.6881919;0.12915128;0;0;0;49;1
381.0;21;16;3;0.375;0.375;0.33293697;0.33293697;0.008544921875;169;0.3118081;0.3118081;0;0;0;45;1
381.0;16;29;4;0.625;0.5;0.667063;0.53983355;0.01385498046875;303;0.6881919;0.5590406;0;0;0;86;1
382.0;16;29;1;0.2;0.1;0.042329136;0.023952097;0.0035400390625;78;0.23022847;0.1370826;0;0;0;87;1
382.0;29;16;4;0.4;0.4;0.07805079;0.07805079;0.01153564453125;231;0.4059754;0.4059754;0;0;0;80;1
382.0;44;49;1;0.1;0.1;0.40594673;0.40594673;0.05999755859375;96;0.16871704;0.16871704;1;0;0;0;1
382.0;16;17;1;0.2;0.1;0.042329136;0.01837704;0.002716064453125;53;0.23022847;0.09314587;0;0;0;27;1
382.0;1;32;1;0.1;0.3;0.06772661;0.47367334;0.010009765625;37;0.065026365;0.19507909;0;0;0;24;1
382.0;2;32;1;0.1;0.3;0.33822012;0.47367334;0.04998779296875;37;0.065026365;0.19507909;0;0;0;24;1
382.0;7;32;1;0.1;0.3;0.06772661;0.47367334;0.010009765625;37;0.065026365;0.19507909;0;0;0;31;1
383.0;7;32;1;0.071428575;0.5;0.018231338;0.1275082;0.010009765625;37;0.048877146;0.34214002;0;0;0;32;1
383.0;8;32;1;0.071428575;0.5;0.03640709;0.1275082;0.019989013671875;37;0.048877146;0.34214002;0;0;0;30;1
383.0;10;32;1;0.071428575;0.5;0.018231338;0.1275082;0.010009765625;37;0.048877146;0.34214002;0;0;0;23;1
383.0;11;32;1;0.071428575;0.5;0.03640709;0.1275082;0.019989013671875;37;0.048877146;0.34214002;0;0;0;31;1
383.0;13;32;1;0.071428575;0.5;0.018231338;0.1275082;0.010009765625;37;0.048877146;0.34214002;0;0;0;20;1
383.0;14;32;1;0.071428575;0.5;0.0;0.1275082;0.0;37;0.048877146;0.34214002;0;0;0;20;1
383.0;16;17;1;0.21428572;0.071428575;0.016897338;0.0055027516;0.003021240234375;62;0.25495377;0.08190224;0;0;0;28;1
383.0;15;32;1;0.071428575;0.5;0.0;0.1275082;0.0;37;0.048877146;0.34214002;0;0;0;31;1
383.0;17;16;2;0.14285715;0.14285715;0.010005003;0.010005003;0.0054931640625;107;0.14134742;0.14134742;0;0;0;27;1
383.0;41;36;1;0.071428575;0.071428575;0.0077816686;0.0077816686;0.0042724609375;102;0.13474241;0.13474241;1;0;0;0;1
383.0;40;49;1;0.071428575;0.071428575;0.8378078;0.8378078;0.459991455078125;96;0.12681638;0.12681638;1;0;0;0;1
383.0;16;21;2;0.21428572;0.14285715;0.016897338;0.011394586;0.006256103515625;131;0.25495377;0.17305152;0;0;0;51;1
384.0;41;49;1;0.11111111;0.22222222;0.48591548;0.72905856;0.040008544921875;96;0.14457831;0.28915662;1;0;0;0;1
384.0;16;21;3;0.33333334;0.33333334;0.115641214;0.115641214;0.009521484375;201;0.30271083;0.30271083;0;0;0;54;1
384.0;21;16;3;0.33333334;0.33333334;0.10303929;0.10303929;0.00848388671875;169;0.25451806;0.25451806;0;0;0;48;1
384.0;37;36;1;0.11111111;0.11111111;0.052260935;0.052260935;0.004302978515625;102;0.15361446;0.15361446;1;0;0;0;1
384.0;48;49;1;0.11111111;0.22222222;0.24314307;0.72905856;0.02001953125;96;0.14457831;0.28915662;1;0;0;1;1
385.0;16;21;1;0.33333334;0.16666667;0.048050992;0.02623192;0.003265380859375;70;0.38679245;0.22012578;0;0;0;55;1
385.0;21;16;3;0.5;0.5;0.06815396;0.06815396;0.00848388671875;169;0.5314465;0.5314465;0;0;0;51;1
385.0;45;49;1;0.16666667;0.16666667;0.883795;0.883795;0.110015869140625;26;0.08176101;0.08176101;0;1;0;16;1
385.0;16;17;1;0.33333334;0.16666667;0.048050992;0.021819074;0.002716064453125;53;0.38679245;0.16666667;0;0;0;29;1
386.0;16;17;1;0.22222222;0.11111111;0.053097345;0.02920354;0.003021240234375;62;0.26289925;0.15233415;0;0;0;30;1
386.0;17;16;2;0.22222222;0.33333334;0.05280236;0.076696165;0.005462646484375;107;0.26289925;0.37346438;0;0;0;29;1
386.0;16;20;1;0.22222222;0.11111111;0.053097345;0.023893805;0.002471923828125;45;0.26289925;0.11056511;0;0;0;16;1
386.0;0;32;1;0.11111111;0.44444445;0.2899705;0.8702065;0.029998779296875;37;0.09090909;0.36363637;0;0;0;25;1
386.0;3;32;1;0.11111111;0.44444445;0.19351032;0.8702065;0.02001953125;37;0.09090909;0.36363637;0;0;0;24;1
386.0;5;32;1;0.11111111;0.44444445;0.19321534;0.8702065;0.019989013671875;37;0.09090909;0.36363637;0;0;0;23;1
386.0;20;16;1;0.11111111;0.33333334;0.023893805;0.076696165;0.002471923828125;45;0.11056511;0.37346438;0;0;0;17;1
386.0;9;32;1;0.11111111;0.44444445;0.19351032;0.8702065;0.02001953125;37;0.09090909;0.36363637;0;0;0;22;1
387.0;11;32;1;0.14285715;0.42857143;0.011610567;0.93076265;0.009979248046875;37;0.09068628;0.2720588;0;0;0;32;1
387.0;12;32;1;0.14285715;0.42857143;0.034902714;0.93076265;0.029998779296875;37;0.09068628;0.2720588;0;0;0;22;1
387.0;15;32;1;0.14285715;0.42857143;0.8842494;0.93076265;0.760009765625;37;0.09068628;0.2720588;0;0;0;32;1
387.0;40;49;1;0.14285715;0.14285715;0.05815935;0.05815935;0.04998779296875;96;0.23529412;0.23529412;1;0;0;0;1
387.0;16;28;3;0.42857143;0.42857143;0.011077972;0.011077972;0.009521484375;201;0.49264705;0.49264705;0;0;0;60;1
388.0;28;16;3;0.42857143;0.42857143;0.053688683;0.053688683;0.00848388671875;169;0.36266094;0.36266094;0;0;0;54;1
388.0;48;49;1;0.14285715;0.14285715;0.88605636;0.88605636;0.1400146484375;96;0.20600858;0.20600858;1;0;0;1;1
388.0;16;28;3;0.42857143;0.42857143;0.060254924;0.060254924;0.009521484375;201;0.43133047;0.43133047;0;0;0;63;1
389.0;44;49;1;0.16666667;0.33333334;0.06769596;0.98141074;0.040008544921875;96;0.2364532;0.4729064;1;0;0;0;1
389.0;28;16;3;0.5;0.5;0.014406692;0.014406692;0.008514404296875;169;0.41625616;0.41625616;0;0;0;57;1
389.0;41;49;1;0.16666667;0.33333334;0.91371477;0.98141074;0.540008544921875;96;0.2364532;0.4729064;1;0;0;0;1
389.0;16;20;1;0.16666667;0.16666667;0.004182588;0.004182588;0.002471923828125;45;0.11083744;0.11083744;0;0;0;17;1
390.0;20;16;1;0.14285715;0.14285715;0.0037555639;0.0037555639;0.002471923828125;45;0.15151516;0.15151516;0;0;0;18;1
390.0;45;49;1;0.14285715;0.14285715;0.94195104;0.94195104;0.6199951171875;26;0.08754209;0.08754209;0;1;0;17;1
390.0;4;32;1;0.14285715;0.42857143;0.015207715;0.04557678;0.010009765625;37;0.124579124;0.37373737;0;0;0;26;1
390.0;16;24;2;0.2857143;0.2857143;0.008716617;0.008716617;0.0057373046875;115;0.3872054;0.3872054;0;0;0;42;1
390.0;7;32;1;0.14285715;0.42857143;0.015207715;0.04557678;0.010009765625;37;0.124579124;0.37373737;0;0;0;33;1
390.0;8;32;1;0.14285715;0.42857143;0.01516135;0.04557678;0.009979248046875;37;0.124579124;0.37373737;0;0;0;31;1
391.0;15;32;1;0.25;0.25;0.89784735;0.89784735;0.07000732421875;37;0.1957672;0.1957672;0;0;0;33;1
391.0;24;16;2;0.5;0.5;0.0704501;0.0704501;0.0054931640625;107;0.56613755;0.56613755;0;0;0;43;1
391.0;16;19;1;0.25;0.25;0.031702545;0.031702545;0.002471923828125;45;0.23809524;0.23809524;0;0;0;21;1
392.0;19;16;1;0.25;0.25;0.012406188;0.012406188;0.002471923828125;45;0.15625;0.15625;0;0;0;22;1
392.0;40;49;1;0.25;0.25;0.95359164;0.95359164;0.19000244140625;96;0.33333334;0.33333334;1;0;0;0;1
392.0;16;31;2;0.5;0.5;0.034002144;0.034002144;0.00677490234375;147;0.5104167;0.5104167;0;0;0;86;1
393.0;16;31;3;0.33333334;0.25;0.056603774;0.04411015;0.01055908203125;234;0.3220524;0.2554585;0;0;0;89;1
393.0;41;49;1;0.083333336;0.25;0.0;0.877231;0.0;96;0.104803495;0.31441048;1;0;0;0;1
393.0;44;49;1;0.083333336;0.25;0.5430903;0.877231;0.1300048828125;96;0.104803495;0.31441048;1;0;0;0;1
393.0;31;16;4;0.33333334;0.33333334;0.0481897;0.0481897;0.01153564453125;231;0.2521834;0.2521834;0;0;0;80;1
393.0;48;49;1;0.083333336;0.25;0.33414075;0.877231;0.079986572265625;96;0.104803495;0.31441048;1;0;0;1;1
393.0;34;38;1;0.083333336;0.083333336;0.017975522;0.017975522;0.004302978515625;102;0.11135371;0.11135371;1;0;0;0;1
393.0;16;27;1;0.33333334;0.083333336;0.056603774;0.012493625;0.00299072265625;61;0.3220524;0.066593885;0;0;0;66;1
394.0;16;27;2;0.2;0.13333334;0.03095263;0.022482485;0.006561279296875;140;0.24601063;0.1861702;0;0;0;68;1
394.0;27;16;3;0.2;0.2;0.029174944;0.029174944;0.008514404296875;169;0.22473404;0.22473404;0;0;0;60;1
394.0;48;44;1;0.06666667;0.06666667;0.014639758;0.014639758;0.0042724609375;102;0.1356383;0.1356383;1;0;0;0;1
394.0;1;32;1;0.06666667;0.53333336;0.03419429;0.92523265;0.009979248046875;37;0.04920213;0.39361703;0;0;0;25;1
394.0;2;32;1;0.06666667;0.53333336;0.13709088;0.92523265;0.040008544921875;37;0.04920213;0.39361703;0;0;0;25;1
394.0;6;32;1;0.06666667;0.53333336;0.03429886;0.92523265;0.010009765625;37;0.04920213;0.39361703;0;0;0;24;1
394.0;7;32;1;0.06666667;0.53333336;0.03429886;0.92523265;0.010009765625;37;0.04920213;0.39361703;0;0;0;34;1
394.0;8;32;1;0.06666667;0.53333336;0.10279201;0.92523265;0.029998779296875;37;0.04920213;0.39361703;0;0;0;32;1
394.0;11;32;1;0.06666667;0.53333336;0.06849315;0.92523265;0.019989013671875;37;0.04920213;0.39361703;0;0;0;33;1
394.0;13;32;1;0.06666667;0.53333336;0.03429886;0.92523265;0.010009765625;37;0.04920213;0.39361703;0;0;0;21;1
394.0;16;18;1;0.2;0.06666667;0.03095263;0.008470145;0.002471923828125;45;0.24601063;0.059840426;0;0;0;15;1
394.0;15;32;1;0.06666667;0.53333336;0.47976577;0.92523265;0.1400146484375;37;0.04920213;0.39361703;0;0;0;34;1
395.0;18;16;1;0.25;0.25;0.0040644286;0.0040644286;0.002471923828125;45;0.24193548;0.24193548;0;0;0;16;1
395.0;45;49;1;0.25;0.25;0.98655224;0.98655224;0.600006103515625;26;0.13978495;0.13978495;0;1;0;18;1
395.0;16;24;2;0.5;0.5;0.009383311;0.009383311;0.005706787109375;115;0.6182796;0.6182796;0;0;0;44;1
396.0;24;16;2;0.5;0.5;0.4905149;0.4905149;0.005523681640625;107;0.481982;0.481982;0;0;0;45;1
396.0;16;23;2;0.5;0.5;0.50948507;0.50948507;0.0057373046875;115;0.518018;0.518018;0;0;0;25;1
397.0;23;16;2;0.25;0.25;0.033469692;0.033469692;0.0054931640625;107;0.17147435;0.17147435;0;0;0;21;1
397.0;44;49;1;0.125;0.125;0.8529193;0.8529193;0.139984130859375;96;0.15384616;0.15384616;1;0;0;0;1
397.0;16;30;5;0.625;0.625;0.113611005;0.113611005;0.018646240234375;421;0.67467946;0.67467946;0;0;0;107;1
398.0;40;49;1;0.055555556;0.11111111;0.41650295;0.49219924;0.1099853515625;96;0.09775967;0.19551934;1;0;0;0;1
398.0;30;16;5;0.2777778;0.2777778;0.055009823;0.055009823;0.0145263671875;293;0.29837066;0.29837066;0;0;0;101;1
398.0;3;32;1;0.055555556;0.44444445;0.07569629;0.41661853;0.019989013671875;37;0.03767821;0.30142567;0;0;0;25;1
398.0;5;32;1;0.055555556;0.44444445;0.11371779;0.41661853;0.030029296875;37;0.03767821;0.30142567;0;0;0;24;1
398.0;8;32;1;0.055555556;0.44444445;0.07569629;0.41661853;0.019989013671875;37;0.03767821;0.30142567;0;0;0;33;1
398.0;16;28;3;0.16666667;0.16666667;0.036172427;0.036172427;0.009552001953125;201;0.20468432;0.20468432;0;0;0;66;1
398.0;10;32;1;0.055555556;0.44444445;0.0;0.41661853;0.0;37;0.03767821;0.30142567;0;0;0;24;1
398.0;11;32;1;0.055555556;0.44444445;0.03779036;0.41661853;0.009979248046875;37;0.03767821;0.30142567;0;0;0;34;1
398.0;12;32;1;0.055555556;0.44444445;0.075811855;0.41661853;0.02001953125;37;0.03767821;0.30142567;0;0;0;23;1
398.0;14;32;1;0.055555556;0.44444445;0.0;0.41661853;0.0;37;0.03767821;0.30142567;0;0;0;21;1
398.0;15;32;1;0.055555556;0.44444445;0.037905928;0.41661853;0.010009765625;37;0.03767821;0.30142567;0;0;0;35;1
398.0;48;49;1;0.055555556;0.11111111;0.07569629;0.49219924;0.019989013671875;96;0.09775967;0.19551934;1;0;0;1;1
399.0;28;16;3;0.42857143;0.42857143;0.0721303;0.0721303;0.008514404296875;169;0.36266094;0.36266094;0;0;0;60;1
399.0;41;49;1;0.14285715;0.14285715;0.84720784;0.84720784;0.100006103515625;96;0.20600858;0.20600858;1;0;0;0;1
399.0;16;27;3;0.42857143;0.42857143;0.08066184;0.08066184;0.009521484375;201;0.43133047;0.43133047;0;0;0;71;1
400.0;16;27;1;0.42857143;0.14285715;0.16403785;0.056256574;0.003265380859375;70;0.50757575;0.17676768;0;0;0;72;1
400.0;27;16;3;0.42857143;0.42857143;0.1466877;0.1466877;0.008514404296875;169;0.42676768;0.42676768;0;0;0;63;1
400.0;45;49;1;0.14285715;0.14285715;0.68927443;0.68927443;0.040008544921875;26;0.065656565;0.065656565;0;1;0;19;1
400.0;16;28;2;0.42857143;0.2857143;0.16403785;0.10778128;0.006256103515625;131;0.50757575;0.33080807;0;0;0;68;1
401.0;16;28;1;0.5;0.16666667;0.5148342;0.18673648;0.003265380859375;70;0.52259886;0.19774011;0;0;0;69;1
401.0;28;16;3;0.5;0.5;0.4851658;0.4851658;0.00848388671875;169;0.47740114;0.47740114;0;0;0;63;1
401.0;16;22;2;0.5;0.33333334;0.5148342;0.32809773;0.0057373046875;115;0.52259886;0.32485875;0;0;0;41;1
402.0;22;16;2;0.22222222;0.22222222;0.02527933;0.02527933;0.005523681640625;107;0.274359;0.274359;0;0;0;34;1
402.0;0;32;1;0.11111111;0.6666667;0.18310055;0.9610335;0.040008544921875;37;0.0948718;0.5692308;0;0;0;26;1
402.0;4;32;1;0.11111111;0.6666667;0.1829609;0.9610335;0.03997802734375;37;0.0948718;0.5692308;0;0;0;27;1
402.0;8;32;1;0.11111111;0.6666667;0.045810055;0.9610335;0.010009765625;37;0.0948718;0.5692308;0;0;0;34;1
402.0;9;32;1;0.11111111;0.6666667;0.09162011;0.9610335;0.02001953125;37;0.0948718;0.5692308;0;0;0;23;1
402.0;11;32;1;0.11111111;0.6666667;0.1829609;0.9610335;0.03997802734375;37;0.0948718;0.5692308;0;0;0;35;1
402.0;15;32;1;0.11111111;0.6666667;0.27458102;0.9610335;0.05999755859375;37;0.0948718;0.5692308;0;0;0;36;1
402.0;16;28;1;0.11111111;0.11111111;0.013687151;0.013687151;0.00299072265625;61;0.15641026;0.15641026;0;0;0;70;1
403.0;16;28;2;0.44444445;0.22222222;0.047156565;0.025040954;0.00653076171875;140;0.41396105;0.22727273;0;0;0;72;1
403.0;28;16;3;0.33333334;0.33333334;0.032646853;0.032646853;0.008514404296875;169;0.27435064;0.27435064;0;0;0;66;1
403.0;41;49;1;0.11111111;0.22222222;0.07664404;0.9201966;0.019989013671875;96;0.15584415;0.3116883;1;0;0;0;1
403.0;40;49;1;0.11111111;0.22222222;0.84355253;0.9201966;0.220001220703125;96;0.15584415;0.3116883;1;0;0;0;1
403.0;16;24;2;0.44444445;0.22222222;0.047156565;0.02211561;0.005767822265625;115;0.41396105;0.18668832;0;0;0;46;1
404.0;24;16;2;0.33333334;0.33333334;0.008882493;0.008882493;0.005462646484375;107;0.26485148;0.26485148;0;0;0;47;1
404.0;44;49;1;0.16666667;0.16666667;0.9756352;0.9756352;0.600006103515625;96;0.23762377;0.23762377;1;0;0;0;1
404.0;16;27;3;0.5;0.5;0.015482334;0.015482334;0.009521484375;201;0.49752474;0.49752474;0;0;0;75;1
405.0;27;16;3;0.5;0.5;0.021569386;0.021569386;0.008514404296875;169;0.5184049;0.5184049;0;0;0;66;1
405.0;45;49;1;0.16666667;0.16666667;0.9625822;0.9625822;0.379974365234375;26;0.0797546;0.0797546;0;1;0;20;1
405.0;16;21;2;0.33333334;0.33333334;0.015848473;0.015848473;0.006256103515625;131;0.40184048;0.40184048;0;0;0;57;1
406.0;16;21;1;0.22222222;0.11111111;0.03978836;0.022645503;0.003265380859375;70;0.2662037;0.16203703;0;0;0;58;1
406.0;21;16;3;0.33333334;0.33333334;0.05862434;0.05862434;0.008453369140625;169;0.3912037;0.3912037;0;0;0;54;1
406.0;1;32;1;0.11111111;0.44444445;0.41608465;0.9015873;0.05999755859375;37;0.08564815;0.3425926;0;0;0;26;1
406.0;7;32;1;0.11111111;0.44444445;0.06920635;0.9015873;0.009979248046875;37;0.08564815;0.3425926;0;0;0;35;1
406.0;8;32;1;0.11111111;0.44444445;0.20804232;0.9015873;0.029998779296875;37;0.08564815;0.3425926;0;0;0;35;1
406.0;11;32;1;0.11111111;0.44444445;0.20825396;0.9015873;0.030029296875;37;0.08564815;0.3425926;0;0;0;36;1
406.0;16;19;1;0.22222222;0.11111111;0.03978836;0.017142856;0.002471923828125;45;0.2662037;0.104166664;0;0;0;22;1
407.0;19;16;1;0.33333334;0.33333334;0.009685519;0.009685519;0.002471923828125;45;0.23195876;0.23195876;0;0;0;23;1
407.0;48;49;1;0.33333334;0.33333334;0.9795528;0.9795528;0.25;96;0.49484536;0.49484536;1;0;0;1;1
407.0;16;17;1;0.33333334;0.33333334;0.010761688;0.010761688;0.00274658203125;53;0.27319586;0.27319586;0;0;0;31;1
408.0;16;17;1;0.42857143;0.14285715;0.023324091;0.008073724;0.003021240234375;62;0.37184873;0.13025211;0;0;0;32;1
408.0;17;16;2;0.2857143;0.2857143;0.014597945;0.014597945;0.005462646484375;107;0.22478992;0.22478992;0;0;0;31;1
408.0;40;49;1;0.14285715;0.2857143;0.82849455;0.962078;0.310028076171875;96;0.20168068;0.40336135;1;0;0;0;1
408.0;41;49;1;0.14285715;0.2857143;0.13358343;0.962078;0.04998779296875;96;0.20168068;0.40336135;1;0;0;0;1
408.0;16;24;2;0.42857143;0.2857143;0.023324091;0.015250367;0.005706787109375;115;0.37184873;0.24159664;0;0;0;48;1
409.0;24;16;2;0.4;0.4;0.1057243;0.1057243;0.005523681640625;107;0.30571428;0.30571428;0;0;0;49;1
409.0;44;49;1;0.2;0.2;0.7651869;0.7651869;0.03997802734375;96;0.2742857;0.2742857;1;0;0;0;1
409.0;16;25;2;0.4;0.4;0.12908879;0.12908879;0.006744384765625;147;0.42;0.42;0;0;0;69;1
410.0;16;25;2;0.1875;0.125;0.03794768;0.02604693;0.007080078125;156;0.28920308;0.20051414;0;0;0;71;1
410.0;25;16;4;0.25;0.25;0.042213988;0.042213988;0.011474609375;231;0.29691517;0.29691517;0;0;0;65;1
410.0;45;49;1;0.0625;0.0625;0.036824968;0.036824968;0.010009765625;26;0.033419024;0.033419024;0;1;0;21;1
410.0;2;32;1;0.0625;0.5;0.110362634;0.88301337;0.029998779296875;37;0.047557842;0.38046274;0;0;0;26;1
410.0;5;32;1;0.0625;0.5;0.036824968;0.88301337;0.010009765625;37;0.047557842;0.38046274;0;0;0;25;1
410.0;6;32;1;0.0625;0.5;0.036824968;0.88301337;0.010009765625;37;0.047557842;0.38046274;0;0;0;25;1
410.0;7;32;1;0.0625;0.5;0.0367127;0.88301337;0.009979248046875;37;0.047557842;0.38046274;0;0;0;36;1
410.0;8;32;1;0.0625;0.5;0.110362634;0.88301337;0.029998779296875;37;0.047557842;0.38046274;0;0;0;36;1
410.0;11;32;1;0.0625;0.5;0.073649935;0.88301337;0.02001953125;37;0.047557842;0.38046274;0;0;0;37;1
410.0;13;32;1;0.0625;0.5;0.07353767;0.88301337;0.019989013671875;37;0.047557842;0.38046274;0;0;0;22;1
410.0;15;32;1;0.0625;0.5;0.40473786;0.88301337;0.110015869140625;37;0.047557842;0.38046274;0;0;0;37;1
410.0;16;31;1;0.1875;0.0625;0.03794768;0.011900752;0.00323486328125;69;0.28920308;0.08868895;0;0;0;90;1
411.0;16;31;3;0.5;0.375;0.5361963;0.42699388;0.0106201171875;234;0.5540541;0.45173746;0;0;0;93;1
411.0;31;16;4;0.5;0.5;0.46380368;0.46380368;0.01153564453125;231;0.44594595;0.44594595;0;0;0;84;1
411.0;16;23;1;0.5;0.125;0.5361963;0.10920245;0.002716064453125;53;0.5540541;0.1023166;0;0;0;26;1
412.0;16;23;1;0.33333334;0.11111111;0.1713266;0.058893517;0.003021240234375;62;0.28050712;0.09825674;0;0;0;27;1
412.0;23;16;2;0.22222222;0.33333334;0.107674;0.16061868;0.005523681640625;107;0.16957211;0.25356576;0;0;0;23;1
412.0;16;22;2;0.33333334;0.22222222;0.1713266;0.112433076;0.005767822265625;115;0.28050712;0.1822504;0;0;0;43;1
412.0;40;49;1;0.11111111;0.22222222;0.0;0.584771;0.0;96;0.15213946;0.3042789;1;0;0;0;1
412.0;41;49;1;0.11111111;0.22222222;0.584771;0.584771;0.029998779296875;96;0.15213946;0.3042789;1;0;0;0;1
412.0;43;47;1;0.11111111;0.11111111;0.08328376;0.08328376;0.0042724609375;102;0.16164818;0.16164818;1;0;0;0;1
412.0;22;16;1;0.11111111;0.33333334;0.052944675;0.16061868;0.002716064453125;53;0.08399366;0.25356576;0;0;0;35;1
413.0;22;16;2;0.2857143;0.2857143;0.15693113;0.15693113;0.0054931640625;107;0.214;0.214;0;0;0;37;1
413.0;48;49;1;0.14285715;0.2857143;0.0;0.57105494;0.0;96;0.192;0.384;1;0;0;1;1
413.0;44;49;1;0.14285715;0.2857143;0.57105494;0.57105494;0.019989013671875;96;0.192;0.384;1;0;0;0;1
413.0;16;28;3;0.42857143;0.42857143;0.27201396;0.27201396;0.009521484375;201;0.402;0.402;0;0;0;75;1
414.0;28;16;3;0.21428572;0.21428572;0.023186486;0.023186486;0.008544921875;169;0.26040062;0.26040062;0;0;0;69;1
414.0;0;32;1;0.071428575;0.64285713;0.081401125;0.5155681;0.029998779296875;37;0.057010785;0.51309705;0;0;0;27;1
414.0;3;32;1;0.071428575;0.64285713;0.10856244;0.5155681;0.040008544921875;37;0.057010785;0.51309705;0;0;0;26;1
414.0;7;32;1;0.071428575;0.64285713;0.027078504;0.5155681;0.009979248046875;37;0.057010785;0.51309705;0;0;0;37;1
414.0;8;32;1;0.071428575;0.64285713;0.027161311;0.5155681;0.010009765625;37;0.057010785;0.51309705;0;0;0;37;1
414.0;9;32;1;0.071428575;0.64285713;0.027161311;0.5155681;0.010009765625;37;0.057010785;0.51309705;0;0;0;24;1
414.0;10;32;1;0.071428575;0.64285713;0.027078504;0.5155681;0.009979248046875;37;0.057010785;0.51309705;0;0;0;25;1
414.0;11;32;1;0.071428575;0.64285713;0.027161311;0.5155681;0.010009765625;37;0.057010785;0.51309705;0;0;0;38;1
414.0;12;32;1;0.071428575;0.64285713;0.054239813;0.5155681;0.019989013671875;37;0.057010785;0.51309705;0;0;0;24;1
414.0;14;32;1;0.071428575;0.64285713;0.13572375;0.5155681;0.050018310546875;37;0.057010785;0.51309705;0;0;0;22;1
414.0;35;36;1;0.071428575;0.071428575;0.46124545;0.46124545;0.16998291015625;102;0.15716487;0.15716487;1;0;0;0;1
414.0;16;19;1;0.071428575;0.071428575;0.0;0.0;0.0;45;0.06933744;0.06933744;0;0;0;23;1
415.0;35;36;2;0.25;0.25;0.0063296864;0.0063296864;0.0042724609375;204;0.425;0.425;2;0;0;0;1
